,RNA_PC1,RNA_PC2,Protein_PC1,Protein_PC2,Mutation_PC1,Mutation_PC2
P_4001378,0.9480096619395033,1.4599173613477534,1.1881724652478325,-0.6498722706488511,0.7220642795491197,0.4403104995706693
P_4003838,-0.4928526241562805,0.30168996980144586,-1.2503839451583574,0.17404842799957182,-0.11620162761533201,0.6204636968982488
P_4005161,0.730492626125617,0.6900713500651926,0.47918251536433853,0.980977700935592,-0.296209687027564,0.07285017506071592
P_4015872,1.6346561034511562,-0.8909572552934975,0.9757372891777184,0.17612724277749298,0.056010755898832885,-0.8135239961025672
P_4018151,-1.2233427456438586,-0.09246018798171286,-0.5217061516753139,2.3611355004774603,-0.32765292734208495,-0.3129603173208241
P_4026224,-0.6955706372794487,-0.5885370663073091,-1.4744708506764934,-2.3760164060826936,0.7015627768940924,0.014648479456144038
P_4030581,-0.10037432235081321,0.1004179695058939,-1.2900547070915402,-1.5981860762766316,1.9928994691399233,0.45324839276894113
P_4037166,0.5806397816457305,0.7531066523345782,0.7453420074741115,-0.07757954497383515,1.1616648685400655,0.0630515823268177
P_4039990,0.0687742031779444,-0.8673370699726349,1.1999746746515083,0.7123302891851689,1.5528695493377427,0.7956273748846634
P_4045312,-1.4183147987805298,0.9210199211379982,-1.4088350277529902,-0.0786681012832849,-1.5500291241712467,1.1945714011995041
P_4045658,0.5462661367592998,2.2565940661061847,-1.5983209038326487,-2.495505983769811,-0.5924270757360759,-0.6611435206429753
P_4048426,0.1473673353752844,-0.2724247099657279,0.8004212204764359,1.1848810932016829,0.6451526327902596,-0.43167127774184827
P_4049533,-0.9941804322514697,-0.6254133665450562,-0.6664244748508557,1.1951479709059083,-0.15483334741165722,0.8102078677051061
P_4051715,-1.0424126474871875,-0.8386745618831322,-0.7588737201712055,0.860841713834765,-0.7386423828658635,-0.4765573550705574
P_4052646,1.3350477203328999,-0.036418967137718986,1.3571228946962939,-0.32373713249881275,-0.03427670480378636,-0.27551505679949684
P_4052681,-0.4852293228551317,0.09298819306317122,-0.522515712112009,1.407459016453251,-0.41196878833783135,0.5964433239201663
P_4060221,1.254370734545456,-0.25060261491437263,1.1120842385083247,-0.5187018344471555,0.8262608150947475,-0.05802976570327579
P_4062075,1.7686137323214093,-1.2963167985194983,1.6107187487880799,0.26792297516418684,0.20053045098110303,-0.915519023165591
P_4063686,-1.1776796312379203,2.5988880952468607,-1.262894073654927,-0.6905898534943224,-1.7140049518895124,0.39562488068894597
P_4066544,-0.06519686790784177,-0.41671199519147367,-1.4516199951942022,-2.0336257917482206,-0.5820430925021144,-0.5738711836219365
P_4067227,-1.2875843702355327,-0.4244912867961459,-1.5482503404494399,-0.14004174965948735,-1.3085995451212669,1.135978904241707
P_4070114,0.3347431006181689,0.5586551870909433,0.00375391649497502,-0.6187197968989849,0.9942629395592848,-0.2521104632522864
P_4071958,-0.6518237862016185,0.36694474085518736,-0.6721997887304089,1.8588508169912645,-1.6271832489464864,1.5329952960169702
P_4075136,-1.6487932081877872,0.43427725359856906,-0.6382919080168287,0.5011325399036957,-1.4779967412814135,0.7659180455835058
P_4088721,-1.3974331898000019,-0.26781412492234613,-1.4444917602275074,-1.3123584874461434,-1.55423048145875,-0.7667992287442724
P_4090489,-0.5148637703518152,6.9504790676891695,-0.8244642022851725,-0.13420412449049995,-1.4733871567996732,-0.6100111675890292
P_4094761,0.18409411876981419,0.22994036242043647,0.3816067750835208,-0.8921490677286585,-0.06518407626652191,0.6364475670278762
P_4095106,-1.1107958895401524,0.22200243821738647,-1.3015887449729355,-0.04320805633364767,-1.4751289862977686,1.8463377090733695
P_4096278,-0.4579504056786415,2.5824863368540996,-0.5865828402030672,0.3547959557454403,0.6945287642440937,-0.7035490732957623
P_4098603,0.011978493688416277,-0.17719705036723848,1.001331957701657,-0.7652270994506278,1.0019312534325802,-0.05058564726902228
P_4098790,1.626348941658854,-0.3126602437145498,1.343093854451304,-0.12710098212906737,2.105077536981774,0.7778094400911671
P_4101833,-0.9515343702128016,-0.46058559650113007,-0.4164769832129988,1.0964251134494494,-0.2933756843006805,-0.17955697335216073
P_4105529,2.144920710960057,-0.15805911823516144,0.9406591120121671,0.6924055128111354,0.9120849556111322,0.3979577272944801
P_4109422,0.7671364106148262,-1.104581841833721,1.1611736657300187,-0.1689479846023206,0.12440200782635925,-1.0059299351129212
P_4111352,-1.2211169017280723,-0.1527232293106073,-1.4182007922345738,-0.020377750127407217,-1.7554774951666183,0.9042630787871654
P_4112069,-0.4540110308916447,-0.31867005951461447,-0.3239264329585026,0.33497308395787895,-0.24965598486784996,0.6698021003288929
P_4113098,1.8466150357797808,1.0537037773887015,1.4338956901789868,0.43421683831272423,1.6279386704131633,-0.40983659603969386
P_4127326,-1.004869031697072,0.8398604936115269,-1.5867057255030184,0.5743577517738648,-0.4371373296208712,0.5877040621853316
P_4129754,-0.9284116871644837,1.9519403117726508,-0.691951862656802,1.280165506649059,-0.055731083479689796,1.2340515004338348
P_4129816,-0.7000696202418354,-0.21010813241545126,-0.4872173872423669,2.13834056512829,0.13218919572090032,1.1983992245859625
P_4136886,-1.2857683812216043,0.6193042469343307,-1.8416988332833673,-1.3700427842726641,-1.5695394375339626,-0.9819600461647746
P_4147868,-1.2383472478362594,-0.040009346530577514,-0.7979343139077895,0.5205182249932313,-0.8533274023911633,1.574285074129414
P_4164671,-0.02543198073633264,-0.8163438955505419,-1.87268628186787,-1.370681376055952,0.03848546345026326,-1.4274784316575948
P_4166095,0.9370306307714538,-0.43194199178642656,1.125265311890589,-0.18616255862088715,1.1154299856163445,1.2078971231106514
P_4166949,1.6856280782975501,-0.4513494281222457,0.9674233259021253,-0.42360345818603107,0.5896176950123572,-0.608947374947495
P_4175151,1.0613869757578795,0.07459389653910876,1.064590402277663,0.20358449171504928,1.335493964468592,0.18109951139067065
P_4194330,0.7888494282986659,1.1273964318540795,0.3326198383070572,0.9551223732211859,0.16060981983994155,-0.46647483032723985
P_4198879,1.3239360525162973,2.6495658186996836,1.7931283675108791,-1.7306684356907185,1.159771089312293,0.29873429272848784
P_4201351,-0.8111193920008031,0.46225095365135094,0.5877902548027868,0.38346440012664534,-1.4576027461357532,1.043622221635004
P_4217093,-1.1436591404817613,-0.18158671734309462,0.345316561233451,1.0131263845336573,0.004472799696292791,0.7506612912348093
P_4221756,1.1423905024225542,-0.5430397595711267,0.513181725176849,0.6978263439287766,0.5552877072982669,-1.6316329348736471
P_4224755,-0.4269907252385091,2.0281692336489794,-0.5797290273648915,1.3497961614216323,-0.37945939185370486,-0.9445052028314649
P_4236462,-1.1757837550940038,-0.6349174415761383,-1.3115626999591719,-0.8689970226628523,-0.00702870058750511,0.35533351245022804
P_4242410,-0.5407514029739616,0.03629298162949607,-0.1570766138496966,0.5028886924965486,-1.8544561545595775,0.7050785048818741
P_4249325,-0.4973948796826331,1.2331426928636395,-1.419144614084495,1.139959811060032,-1.7353680924106738,-0.3694150323752031
P_4253655,0.18403781823687396,0.9301272147275002,-0.49812309974076135,1.4291256323773154,-0.3678282440297289,0.08778931027468538
P_4259852,0.5074701737187185,2.1909764122107407,0.5678347073240362,1.1006075984985724,0.3085127656501528,-1.3557814395630299
P_4261562,-0.8142835529559068,0.5234032010856586,-1.2611105819893633,1.0402466447898957,-0.1698254788186718,-0.09193349775719283
P_4275530,0.6644862761311372,-0.3375768014475863,0.6278040543781096,1.1766354854657068,1.276785071501134,-0.126683235173436
P_4298639,-0.5596762549010871,-0.3195440921909679,-1.0494803781040867,-0.36928573508499785,0.9062037041194022,1.2231598380816766
P_4332616,1.241654727384641,4.775235368113984,1.1026761583482647,0.34818006957338365,1.0968252999360095,-0.07343909999593841
P_4358127,0.790116459645468,0.6297175944449275,-1.7629505653178912,-1.5327519253624091,0.014666175486384877,-0.5741530523679665
P_4395722,-1.102237171943539,0.3792298789666263,-0.4639074989622136,1.4916053926496748,-1.7905360455428776,0.09784233012235569
P_4449302,0.5657185267088191,-1.0667772246615557,1.1236705261985855,-0.05377767598190518,0.3567320368185341,0.800602799419819
P_4450901,1.1412701577702484,-1.575841507054473,1.3947213985650118,0.7741533827369632,-0.35252432115810833,-1.9387227638983104
P_4450954,-0.8740973793480369,0.17702897404838228,-1.2415494414711832,1.5813584331951467,-1.6634914491073718,0.991201903276784
P_4452042,0.6547155644151363,-1.1477123468288573,0.7245885560097844,0.9771073885905134,1.7122112880789877,-0.019627516064105174
P_4453698,-0.7344493029333319,-0.28136430629548875,-0.7165238417022736,1.9067723361317757,-1.451635701387494,1.8746621399191223
P_4461367,0.3408494093383671,0.18870258082398053,-0.2844482951477275,-0.019081195705357986,0.4158764415694432,-1.0839685588156873
