,RNA_PC1,RNA_PC2,Protein_PC1,Protein_PC2,Mutation_PC1,Mutation_PC2
P_3566162,-0.46104345433952865,-1.0949132085579567,-0.12897366310948563,-1.275809430461859,-0.376879169037584,-0.8861626809901035
P_3570532,-0.02200532588621589,-0.7264994770047809,0.8460498573257847,-0.078959660925441,1.1042483812798831,0.11437114525642843
P_3571709,1.6488429325385352,-0.03811836677449895,0.15352517480964253,0.23798861078707556,0.7437925496474401,0.8351535524280046
P_3573457,-0.4393046487991002,-0.8723804128097463,2.29660386767974,-0.7856946189026176,1.1388224223346755,0.690240177015054
P_3574039,1.1096861283088575,-0.8577783538929643,-0.662595770569425,-2.0348762472337674,-0.9279000963486167,-1.9218510401810138
P_3574398,-0.36013437073653104,0.08022735310491362,-0.7093846621236682,-0.1190132272835572,-0.5625935165091265,0.08317888189143886
P_3574537,0.7952441585390351,-0.8115691508255792,1.1802088327881624,-1.4265434824117802,1.2575451650216616,-0.8470340216637757
P_3578065,0.7678495357452402,-0.20372097808259623,0.6538447870797687,0.7716055844643093,0.21812049483393192,-0.835170159019767
P_3581240,-0.7347163744742244,-0.0049640160149964675,-0.4657230028735334,0.999380157720684,-0.986442728084548,-0.259299665263614
P_3582765,-1.0522690998905266,-0.25524112170280566,-0.996165117238366,0.4540294318838387,-0.9353602182090099,-1.092181982499279
P_3584805,-0.7401704967198677,-0.3783097590024496,0.7271895367269986,1.4134464499888757,-0.4332397988203202,0.06588995312438499
P_3588011,-1.030197695471009,-1.0820843648485456,0.43657622692581605,-1.1882669415329459,-1.6320208890424392,1.0805787038358585
P_3591519,1.9387827573705616,-0.06716897947482578,1.19999334616179,-2.0562408191168107,1.4459707014525087,0.8326893487646713
P_3591713,0.10946172231309885,0.42795037025906557,-0.9381931479456015,0.8386535752510589,0.5045966769116991,0.3546154940968925
P_3597232,-0.5603265912365868,1.629772438661637,-1.388444776589309,-0.35860084988791313,-0.6443403195144378,-0.04852493913887678
P_3597459,-0.26048684636354125,0.9336388949053841,-1.5616138427271504,-0.6843715692781933,-1.075205753838096,-0.2079756424312718
P_3599871,0.4164563579472482,-0.15794161540637208,1.4194577468126617,-0.9052178664401934,0.8139960634087565,-0.2207990193877085
P_3600054,0.29844002487976257,-0.02849553484129094,0.5100760495690223,1.6167187308686273,0.10456980890050868,0.686422108887584
P_3600072,0.4415242303856675,-0.7285266009372605,-0.13454138549530378,0.8034203529227121,0.31607610362595356,-0.17039231927598877
P_3602726,0.5567925679822234,-0.6725273367969379,0.3677704358391198,-0.24773279605357545,0.8667570785904227,-0.5420354242392367
P_3603875,-1.6084402529434156,-0.2989621141960921,-0.5529753906868319,0.3440064913466799,-0.9418433921682582,1.578936793927082
P_3607529,-0.7820187672478397,-0.42529960963570085,0.5380233949423825,1.087961082092422,-0.16798763915618223,1.733468211026249
P_3608868,-0.9311771775387689,-0.10099872624208617,-0.5895466940235067,0.8201029624986135,-0.8008884670441843,-0.9853625467001198
P_3609857,-0.3577806090052157,-0.7714767957140514,-0.8703402186779653,0.37629718974544835,-1.5375308908147645,1.0923616147874247
P_3614626,2.12466341309824,0.5082922366065332,1.4124773229131813,-0.5494029464279109,1.1922982173165892,-0.3204829507668983
P_3620960,-1.3231821011248843,0.77814214150324,-0.27698859258163827,0.1577946291436357,0.17982213334360084,1.095722195905021
P_3624686,-0.08491393539659776,-1.3525388251166317,-0.9344103457697321,-2.665626885205369,0.21417398883657934,-0.569529500256787
P_3626428,1.8919695949614102,0.7238951401086007,1.8416788396508272,-1.1652466517431623,1.053195606181077,-0.37575795656550615
P_3626914,-0.4366811414537472,-0.09825422677074062,0.5237928203456825,1.0929849828146174,0.3240130428132787,-0.21395089018486924
P_3627561,1.2973091413564828,0.42121135853890695,0.5449777438767825,-0.6094668068044323,1.825366608452645,0.6213297137906988
P_3629349,1.7686709946895338,-0.19700955390356023,1.500144784264239,-1.7229544838974253,-0.14787021823009744,-0.7931802489939936
P_3630442,-1.1232057477502702,-0.058284682528849704,0.5029145961540166,1.1500316914982829,-0.4678717849397039,-0.7483914836890296
P_3632619,-1.0132043502146981,-0.1296388311958809,-1.4136384175044965,-1.2181439877174989,-0.6662445509247004,-1.8980816925185293
P_3632710,0.12172788979038969,0.6041092518511091,-0.00713208571725717,-0.15948594579041836,0.1523926181455714,0.4672919256232838
P_3634430,-1.130980154407718,-0.3042458636500201,-0.6520000460771239,-0.15466068617407355,-1.5776331398394023,0.610550515248217
P_3635503,-1.0186358334324654,0.37015274515312746,-0.0005744118686496411,-0.2828249223217392,1.043713248848241,2.046935525631201
P_3637475,0.9987950118540163,0.3464297400879147,1.0653773876183081,0.28256758794409187,0.2842830759498174,0.4756033262463973
P_3637878,1.4124484336198648,-0.4148092911960119,0.5028397725163832,-1.0416212745615023,0.19984092287445712,-1.3556398578672144
P_3638851,0.44039430859617035,-0.3897434586099537,0.540405302885575,-0.06884726645578118,1.2094809346862585,0.4793898931821953
P_3639477,-1.227708620052687,-0.377796292498501,-0.7010724306273625,-0.8252201369312354,-1.1027642406905611,0.600530931752784
P_3640202,-0.8277599872605796,0.05064287741879173,-1.5639590805545636,-1.6707857258953545,-0.32889987651086827,-0.05003755387111508
P_3640564,-1.2535902446888536,0.6323392556165938,-0.9885691944046081,-0.2407774381729557,0.11488658454142872,0.7218328628837133
P_3643085,1.3032900119564605,3.2393367970851474,-0.8316195884205907,-0.24288890236849128,0.19329781154253994,-1.5404529162529064
P_3643410,-0.31991324784833247,0.010368012726337347,0.17856805717157176,0.42901436773040313,-1.6631990451955254,1.0416492677288502
P_3646361,-0.6076528923199795,-0.10224938187008549,-1.6011400867356493,0.0952792643413858,-1.579065639067488,2.0088826925042924
P_3647383,-0.01773852836040465,-0.03153014875642479,-0.2657133631478022,1.8325945220018025,-0.5772880019869747,0.11894648230602357
P_3647508,0.13541081418427847,-0.13859763696181182,0.8158366248479181,0.900114193074251,0.7443189812849468,0.7662539743832664
P_3649077,-0.9850145844416794,-0.48200309147403453,1.2115281018932589,-1.5668818524571007,0.9703250630258918,1.5251111473989138
P_3650599,0.8845040375935614,0.4922239659535656,1.3460982808265456,0.011792424784279443,0.06815496250448634,-1.7238752622200453
P_3652038,1.2925298722390617,-0.557949185522764,1.7530554509722618,-0.21039950031201649,0.6121657089932558,0.2868248377079591
P_3652984,0.7252344109457141,-0.5690899380777613,0.4650648239256165,0.29753242468579594,0.0472479359344061,-0.2829003474879873
P_3656059,0.9925918190298099,-0.16182075853888764,0.6260345403682779,-0.4816472583188842,-0.3374308132529793,-1.258284177926212
P_3659590,-0.5166904099509597,-0.7828441104809927,-0.22154800281500156,1.520007720086743,-0.6609939626677057,-1.2825063923309956
P_3660148,1.1420147602222743,0.43520652409797295,0.8333336455351416,-0.1450681257924833,0.3519193678409755,-1.757859897742611
P_3661636,-1.0831056166747435,-0.5005888430277918,-0.28224416495690985,0.6426524396085687,0.47451909326437547,-0.9062389317340394
P_3663193,-0.8677475595090298,-1.165078560250238,-0.31895872284666016,0.9660682787731579,1.0833772559289685,0.8315352881134861
P_3664851,-0.1041545576680094,-1.006335913717492,0.3170924506041403,0.3583791179492072,0.5171039878691684,0.16472174237723303
P_3665096,-0.9618982225021998,-0.5683103950819378,-0.45836734560461956,-0.06843115377315034,-0.20380018967053828,0.30843934026264236
P_3666134,0.3785495744850788,0.5729416594570536,0.2238884389865149,0.15957955717865346,0.9130008717367059,0.3402589053110545
P_3667948,1.2840340855574315,-0.6316658020358011,0.028446410434272196,0.5793561778506316,0.738062026829729,0.4604693941012836
P_3670008,-0.17633080006103555,-0.027905037294263222,-1.945497882188408,-1.5341040210760408,-1.1881579281207577,-2.619425336280539
P_3670730,-0.619427100880533,-0.5108647457080668,-1.2804521271693006,-0.8222934668858164,-0.39826798563279875,-0.40992702680489973
P_3670857,1.028355737886783,-0.4274485360471397,0.41850430148995477,-0.328910668216265,1.6677926564975458,1.1910563907367957
P_3671361,-0.4716025310097168,0.0886556955138726,-0.7201442019752944,0.36888437381586814,-0.37438871110617267,-0.9321809929966665
P_3673356,-0.6293522010077618,-0.06282626169495846,-0.2264766113920325,1.2793683883183675,0.0773598577395198,1.2047179654685407
P_3674959,-0.9789638642185831,0.7720167343677892,-0.7668314101053588,0.6934618752579945,-1.760534517372542,0.8061934260108137
P_3676260,1.1163771298912069,-0.38295895840759564,0.8335525897474317,-0.799791304723531,-1.0681693061916195,-2.5407200173713966
P_3685803,1.2751537965353643,0.07366947709749908,0.3282184276915827,-0.00789994982121957,-0.7330034978578471,0.04444033294193337
P_3689493,-0.8121540830591233,0.5255060613848742,0.4640950060762435,0.9216078059303981,-1.5649613393000483,1.1250121788590839
P_3689678,-0.3207965974414934,0.37826469521274586,-1.4108606449350822,-0.8895344431783306,-0.7765596285825215,-2.1714002348213
P_3690420,-1.0645781182837781,0.2813683861781732,-0.6047859344025756,-0.7830036607885923,-1.502568761756221,0.9275267903456191
P_3690466,-0.5761903622275975,-0.38546940415565223,-1.1613533089194656,-2.731938671195841,-1.0870348476639526,-1.832387603963594
P_3690635,-1.1461466196944134,1.651466901364008,-1.8037583796421137,-0.24045548274638334,-0.3926929156997648,-0.33814172006530746
P_3690705,-0.6324380589470662,-0.23917245930945222,-1.401483193585723,-1.7032836507909337,-0.6320204809820705,-1.238627497033312
P_3690839,0.9853454062569138,0.04947724012338251,1.347440022924944,-0.21151672139798522,1.9611357583252256,1.2237535917933915
P_3691379,1.4254165826269702,-0.04274316747225489,0.38659618895460035,0.4180438727575981,1.6706231558838822,-0.21254241791097275
P_3691511,1.4555183391254367,-0.6305790429517819,1.5741617497661087,-0.779387851275748,2.1320395845676985,0.6309051866364958
P_3693106,0.45743545210371744,-0.036065239276721395,0.7426564319147457,0.13719930383275955,0.25672596925125324,-1.8925246089466403
P_3696071,-0.11305855649194196,-0.7341597016641225,-0.6611782344565311,-0.8336628178879129,-0.07083599104687893,-1.4779747406690438
P_3700371,-0.8249179648864446,-0.020791451742379834,-1.4793404772242083,0.2729163625152566,0.010998439904177938,-0.2199881758552854
P_3706565,0.09167440598592341,-0.02655824953391042,-1.5258297522146589,-0.24304221810394058,0.8373803860491585,2.4334891895630877
P_3707789,-0.9988657859004142,0.9025076202091509,-0.6266317628421767,0.6189566908996678,0.5517580539488119,1.5775194814204967
P_3708729,-0.03054579764493195,-0.2180415341256645,0.838681024367887,-0.299594125441615,-0.9457572132213258,-2.311396218157544
P_3709099,1.8898559723940211,-0.08289334023781217,1.1682735401114943,-0.5911122983626718,1.0625472154187614,-0.18382921984384784
P_3709211,0.01236678653228073,0.10124934069130792,0.7483007930817457,0.9867888282678611,1.7127224933942762,-0.1040268037900877
P_3711418,0.7790857852157401,-1.4044103906426997,0.9932264679097729,-1.3110652146695707,0.9364253353500788,0.2783053741371437
P_3711426,-1.2685289978852228,0.9216634998024995,-0.4383299469620389,1.6427317306327038,-0.29463961236013364,0.9351427721580803
P_3711558,0.5724291819239726,-1.1800347278552707,0.791206747258167,-0.2513200102191031,-0.2372564941993195,-0.03520274262408964
P_3713904,-1.3296811945581246,-0.27971706856606193,-1.2922742087823025,0.20058627963161146,-0.7478210347815609,0.4667452972417059
P_3715235,-0.3331767591709951,-0.6082992111436447,-0.11509874852173939,-0.283826549918991,0.06250203244603261,0.35764088107321956
P_3716299,0.4577756794745841,-1.2108662677768132,0.43026142050695815,-0.9642125408225982,0.1699773626193192,-0.6782176865029943
P_3722707,1.5553047566623597,0.5358813913625516,1.2159701667567413,-0.9952582964829731,1.2683076289460118,0.789177534432136
P_3728577,-1.0043078064194542,-0.047447889443099675,-1.2654397725674982,-0.49427663518733267,-1.5925146039724472,-0.03040603457088474
P_3776258,-1.197478727050845,0.5081618848082867,-0.2079961515424798,0.7985528257268265,0.7680211879988347,-0.3597321326535264
P_3955840,1.6542179443219385,-0.17210379755120384,1.5681633577637037,0.672502819330897,0.994684794921367,0.03709735506807724
P_3959056,-0.6509901687177375,0.29089292411823386,-0.19657998674018162,2.3732082217942176,0.9641133096083189,-0.5323297496053246
P_3967416,-1.1388865544729816,-0.6991417866947929,-1.8221824854429942,-0.7419345252078388,-0.0652752678905963,-0.9847883420852844
P_3968309,-1.3954825493908607,0.7712936392983728,-1.4888283017173658,-2.1248639318659857,-0.8673651940353332,-1.2621576530845848
P_3970783,-0.5174403434804465,-0.042119998536671185,-1.5863362247471304,1.1462472931352172,-1.1319591262318816,-0.12896241793080748
P_3971113,0.005462586397111824,-1.0881436841858714,-1.3326387530811774,-0.5289284673920835,-1.7033695976200276,-0.01174576436787644
P_3971943,1.7578766738815756,-0.3409362603407422,1.7668964253875572,-1.2160196760015896,0.9655059363965709,0.6392870939784414
P_3972165,1.6175485199067539,0.1552147484800913,1.445287133397782,-1.0596769567291426,0.9679636140114383,-1.6022554244197498
P_3974012,-0.9872691160597834,0.7347420279042614,-1.4179308306169713,-0.17295425723787555,-0.4140658193676139,0.2166665801752192
P_3975896,0.04006274630784845,-0.7699747953396366,-1.1146844026240557,-2.04286149539768,-1.2363093621287706,1.320880161914416
P_3976021,1.5966473881991798,-0.7654967092830147,1.9774200851118224,0.5327984180121125,-0.03615419553099143,0.8150921566357473
P_3978136,1.2374416098659413,-0.0325907031309254,0.35299130696846426,-2.5142257193389175,0.8151740951205415,-0.49096009801792456
P_3982081,-1.2123890911475914,-0.16473053419661574,-1.58971501297554,-1.551402167338973,-0.037451782026231985,-0.0402940637526862
P_3987476,1.3405271951904156,-0.7033895921677188,1.2701807892100103,0.15698834271164402,0.48408763237815594,-0.17332629359053545
P_3988673,2.026066869786392,4.0654133418375284,1.6536595237545018,0.10497301073750794,1.3075387045558389,0.5351116246116729
P_3988958,0.45403451887379,0.2430332495905271,0.9811717879267309,-0.2764047046485766,1.4079674512185258,-0.43605434130092824
P_3990124,-0.04835116767852609,0.12850959921284794,-0.6325089496411446,0.9468641391928325,1.4646083860867738,-0.46499907265249446
P_3990377,0.5646956291494697,-0.3088382559983429,-0.4497807175915391,1.5089647040199314,-0.5401380097839762,-1.5733320452022586
P_3993714,-0.6586412839911319,-0.39092405659906776,-0.47680824785380027,0.30216312716497395,-0.1384815864875311,1.1870983885358932
P_3995834,-0.30418214415576145,-0.41352448953313137,0.5067767884253671,1.2942514421007045,1.1106798657899948,-0.34376350473364364
P_3997889,-1.806697304306491,1.553035134655948,-0.6803449083874044,2.3245715290458593,-1.1547866361326236,1.4140887049170174
P_3998441,0.13475950932657033,0.6153296698019802,-0.017787334355942465,-0.6360974383090495,-0.5439378451124053,0.23579997720553256
P_3998444,-0.1756334454426957,-0.34612798411567053,-0.5211245899031423,1.2999561854317647,0.466274548152021,-0.5303618486675936
P_3999462,0.2847817448334192,-0.3946786985703807,1.339071482412896,-0.9670791101670777,0.8377537713966309,-0.6067102512489665
P_3999525,-1.0253233453306678,0.9433587790446991,-0.49033078584057055,0.24907947201364738,0.7307490180553724,1.5110520882269984
