inx,geneid,pathway,pathwayano
gene12368,BCR,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12369,HDAC2,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12370,PIK3CG,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12371,PIK3R1,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12372,PIK3R2,Chronic Myeloid Leukemia,Chronic Myeloid Leukemia
gene12373,SOS2,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12374,CHUK,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12375,STAT3,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12376,ZBTB16,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12377,RAF1,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12378,RARA,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12379,PML,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12380,JUP,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12381,MTOR,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12382,CEBPA,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12383,LEF1,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12384,EIF4EBP1,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12385,BAD,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12386,PIM2,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12387,MAP2K2,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12388,BRAF,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12389,MAP2K1,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12390,KIT,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12391,FLT3,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12392,SPI1,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12393,IKBKB,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12394,AKT1,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12395,AKT2,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12396,RPS6KB1,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12397,NRAS,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12398,AKT3,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12399,RPS6KB2,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12400,GRB2,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12401,STAT5B,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12402,MAPK3,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12403,TCF7,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12404,STAT5A,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12405,NFKB1,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12406,MYC,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12407,SOS1,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12408,TCF7L2,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12409,MAPK1,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12410,RUNX1,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12411,PIK3R5,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12412,IKBKG,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12413,HRAS,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12414,RUNX1T1,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12415,RELA,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12416,KRAS,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12417,CCNA1,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12418,ARAF,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12419,CCND1,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12420,PIK3R3,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12421,TCF7L1,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12422,PPARD,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12423,PIK3CA,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12424,PIK3CB,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12425,PIM1,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12426,PIK3CD,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12427,PIK3CG,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12428,PIK3R1,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12429,PIK3R2,Acute Myeloid Leukemia,Acute Myeloid Leukemia
gene12430,CASP9,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12431,MAX,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12432,E2F1,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12433,CHUK,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12434,LAMA1,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12435,RARB,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12436,PIAS3,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12437,FN1,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12438,BIRC3,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12439,XIAP,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12440,ITGA3,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12441,ITGA2B,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12442,COL4A6,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12443,PTK2,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12444,COL4A1,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12445,COL4A2,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12446,PTGS2,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12447,NOS2,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12448,COL4A4,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12449,RXRB,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12450,RXRG,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12451,IKBKB,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12452,RXRA,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12453,RB1,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12454,SKP2,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12455,AKT1,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12456,AKT2,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12457,PIAS2,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12458,ITGAV,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12459,LAMC2,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12460,ITGB1,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12461,AKT3,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12462,LAMB2,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12463,LAMB3,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12464,LAMC1,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12465,LAMA4,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12466,LAMA5,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12467,LAMB1,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12468,NFKB1,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12469,NFKBIA,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12470,MYC,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12471,PIK3R5,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12472,PIAS1,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12473,IKBKG,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12474,LAMB4,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12475,RELA,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12476,APAF1,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12477,CDKN1B,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12478,LAMA3,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12479,LAMA2,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12480,TRAF6,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12481,TRAF5,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12482,TRAF3,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12483,CDKN2B,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12484,TRAF2,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12485,FHIT,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12486,TRAF1,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12487,ITGA6,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12488,CCND1,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12489,PTEN,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12490,ITGA2,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12491,TRAF4,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12492,PIK3R3,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12493,BCL2,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12494,BCL2L1,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12495,BIRC2,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12496,CDK2,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12497,PIAS4,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12498,CDK4,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12499,LAMC3,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12500,TP53,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12501,E2F3,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12502,E2F2,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12503,PIK3CA,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12504,PIK3CB,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12505,CCNE2,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12506,CYCS,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12507,CDK6,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12508,PIK3CD,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12509,PIK3CG,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12510,CCNE1,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12511,PIK3R1,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12512,CKS1B,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12513,PIK3R2,Small Cell Lung Cancer,Small Cell Lung Cancer
gene12514,CASP9,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12515,SOS2,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12516,E2F1,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12517,PRKCB,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12518,RAF1,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12519,PRKCA,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12520,RARB,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12521,BAD,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12522,PRKCG,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12523,ERBB2,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12524,MAP2K2,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12525,TGFA,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12526,BRAF,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12527,MAP2K1,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12528,RXRB,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12529,PDPK1,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12530,RXRG,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12531,RB1,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12532,RXRA,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12533,RASSF1,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12534,AKT1,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12535,AKT2,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12536,NRAS,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12537,AKT3,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12538,GRB2,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12539,MAPK3,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12540,SOS1,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12541,MAPK1,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12542,PIK3R5,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12543,HRAS,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12544,EGFR,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12545,KRAS,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12546,CDKN2A,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12547,EGF,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12548,RASSF5,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12549,FHIT,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12550,STK4,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12551,ARAF,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12552,CCND1,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12553,PIK3R3,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12554,FOXO3,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12555,CDK4,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12556,TP53,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12557,E2F3,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12558,E2F2,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12559,PIK3CA,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12560,PIK3CB,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12561,CDK6,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12562,PIK3CD,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12563,PLCG1,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12564,PLCG2,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12565,PIK3CG,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12566,PIK3R1,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12567,PIK3R2,Non Small Cell Lung Cancer,Non Small Cell Lung Cancer
gene12568,HLA-DRB4,Asthma,Asthma
gene12569,HLA-DRB5,Asthma,Asthma
gene12570,HLA-DOA,Asthma,Asthma
gene12571,HLA-DOB,Asthma,Asthma
gene12572,HLA-DRB3,Asthma,Asthma
gene12573,IL3,Asthma,Asthma
gene12574,TNF,Asthma,Asthma
gene12575,CCL11,Asthma,Asthma
gene12576,EPX,Asthma,Asthma
gene12577,FCER1G,Asthma,Asthma
gene12578,MS4A2,Asthma,Asthma
gene12579,HLA-DMB,Asthma,Asthma
gene12580,FCER1A,Asthma,Asthma
gene12581,HLA-DMA,Asthma,Asthma
gene12582,IL9,Asthma,Asthma
gene12583,CD40LG,Asthma,Asthma
gene12584,HLA-DPA1,Asthma,Asthma
gene12585,CD40,Asthma,Asthma
gene12586,HLA-DPB1,Asthma,Asthma
gene12587,IL13,Asthma,Asthma
gene12588,HLA-DQA1,Asthma,Asthma
gene12589,HLA-DQA2,Asthma,Asthma
gene12590,HLA-DQB1,Asthma,Asthma
gene12591,PRG2,Asthma,Asthma
gene12592,RNASE3,Asthma,Asthma
gene12593,IL4,Asthma,Asthma
gene12594,IL5,Asthma,Asthma
gene12595,IL10,Asthma,Asthma
gene12596,HLA-DRB1,Asthma,Asthma
gene12597,HLA-DRA,Asthma,Asthma
gene12598,HLA-DOA,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12599,HLA-DOB,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12600,CD80,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12601,CD86,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12602,CD28,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12603,IFNA5,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12604,IFNA4,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12605,IFNA2,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12606,TSHR,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12607,TSHB,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12608,IFNA1,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12609,HLA-C,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12610,HLA-B,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12611,HLA-DMB,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12612,HLA-DMA,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12613,HLA-A,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12614,HLA-G,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12615,TG,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12616,CGA,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12617,IFNA17,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12618,IFNA21,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12619,IFNA6,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12620,IFNA7,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12621,PRF1,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12622,IFNA8,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12623,IFNA10,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12624,IFNA13,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12625,IFNA14,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12626,GZMB,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12627,IFNA16,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12628,TPO,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12629,IL10,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12630,CTLA4,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12631,HLA-DRB4,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12632,HLA-DRB5,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12633,HLA-DRB3,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12634,HLA-F,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12635,HLA-E,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12636,IL2,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12637,CD40LG,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12638,HLA-DPA1,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12639,CD40,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12640,HLA-DPB1,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12641,HLA-DQA1,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12642,HLA-DQA2,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12643,HLA-DQB1,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12644,FAS,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12645,FASLG,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12646,IL4,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12647,IL5,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12648,HLA-DRB1,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12649,HLA-DRA,Autoimmune Thyroid Disease,Autoimmune Thyroid Disease
gene12650,HLA-DRB4,Allograft Rejection,Allograft Rejection
gene12651,HLA-DRB5,Allograft Rejection,Allograft Rejection
gene12652,HLA-DOA,Allograft Rejection,Allograft Rejection
gene12653,HLA-DOB,Allograft Rejection,Allograft Rejection
gene12654,HLA-DRB3,Allograft Rejection,Allograft Rejection
gene12655,CD80,Allograft Rejection,Allograft Rejection
gene12656,CD86,Allograft Rejection,Allograft Rejection
gene12657,CD28,Allograft Rejection,Allograft Rejection
gene12658,TNF,Allograft Rejection,Allograft Rejection
gene12659,IFNG,Allograft Rejection,Allograft Rejection
gene12660,HLA-C,Allograft Rejection,Allograft Rejection
gene12661,HLA-B,Allograft Rejection,Allograft Rejection
gene12662,HLA-DMB,Allograft Rejection,Allograft Rejection
gene12663,HLA-DMA,Allograft Rejection,Allograft Rejection
gene12664,HLA-F,Allograft Rejection,Allograft Rejection
gene12665,HLA-E,Allograft Rejection,Allograft Rejection
gene12666,HLA-A,Allograft Rejection,Allograft Rejection
gene12667,IL2,Allograft Rejection,Allograft Rejection
gene12668,CD40LG,Allograft Rejection,Allograft Rejection
gene12669,HLA-DPA1,Allograft Rejection,Allograft Rejection
gene12670,CD40,Allograft Rejection,Allograft Rejection
gene12671,IL12B,Allograft Rejection,Allograft Rejection
gene12672,HLA-DPB1,Allograft Rejection,Allograft Rejection
gene12673,HLA-DQA1,Allograft Rejection,Allograft Rejection
gene12674,HLA-G,Allograft Rejection,Allograft Rejection
gene12675,HLA-DQA2,Allograft Rejection,Allograft Rejection
gene12676,IL12A,Allograft Rejection,Allograft Rejection
gene12677,HLA-DQB1,Allograft Rejection,Allograft Rejection
gene12678,PRF1,Allograft Rejection,Allograft Rejection
gene12679,FAS,Allograft Rejection,Allograft Rejection
gene12680,FASLG,Allograft Rejection,Allograft Rejection
gene12681,GZMB,Allograft Rejection,Allograft Rejection
gene12682,IL4,Allograft Rejection,Allograft Rejection
gene12683,IL5,Allograft Rejection,Allograft Rejection
gene12684,IL10,Allograft Rejection,Allograft Rejection
gene12685,HLA-DRB1,Allograft Rejection,Allograft Rejection
gene12686,HLA-DRA,Allograft Rejection,Allograft Rejection
gene12687,HLA-DRB4,Graft Versus Host Disease,Graft Versus Host Disease
gene12688,KIR2DL1,Graft Versus Host Disease,Graft Versus Host Disease
gene12689,HLA-DRB5,Graft Versus Host Disease,Graft Versus Host Disease
gene12690,HLA-DOA,Graft Versus Host Disease,Graft Versus Host Disease
gene12691,HLA-DOB,Graft Versus Host Disease,Graft Versus Host Disease
gene12692,HLA-DRB3,Graft Versus Host Disease,Graft Versus Host Disease
gene12693,CD80,Graft Versus Host Disease,Graft Versus Host Disease
gene12694,CD86,Graft Versus Host Disease,Graft Versus Host Disease
gene12695,KLRD1,Graft Versus Host Disease,Graft Versus Host Disease
gene12696,KLRC1,Graft Versus Host Disease,Graft Versus Host Disease
gene12697,CD28,Graft Versus Host Disease,Graft Versus Host Disease
gene12698,TNF,Graft Versus Host Disease,Graft Versus Host Disease
gene12699,KIR2DL2,Graft Versus Host Disease,Graft Versus Host Disease
gene12700,KIR2DL3,Graft Versus Host Disease,Graft Versus Host Disease
gene12701,IFNG,Graft Versus Host Disease,Graft Versus Host Disease
gene12702,HLA-C,Graft Versus Host Disease,Graft Versus Host Disease
gene12703,HLA-B,Graft Versus Host Disease,Graft Versus Host Disease
gene12704,HLA-DMB,Graft Versus Host Disease,Graft Versus Host Disease
gene12705,IL1B,Graft Versus Host Disease,Graft Versus Host Disease
gene12706,HLA-DMA,Graft Versus Host Disease,Graft Versus Host Disease
gene12707,HLA-F,Graft Versus Host Disease,Graft Versus Host Disease
gene12708,HLA-E,Graft Versus Host Disease,Graft Versus Host Disease
gene12709,HLA-A,Graft Versus Host Disease,Graft Versus Host Disease
gene12710,IL2,Graft Versus Host Disease,Graft Versus Host Disease
gene12711,HLA-DPA1,Graft Versus Host Disease,Graft Versus Host Disease
gene12712,HLA-DPB1,Graft Versus Host Disease,Graft Versus Host Disease
gene12713,HLA-DQA1,Graft Versus Host Disease,Graft Versus Host Disease
gene12714,HLA-G,Graft Versus Host Disease,Graft Versus Host Disease
gene12715,KIR3DL1,Graft Versus Host Disease,Graft Versus Host Disease
gene12716,HLA-DQA2,Graft Versus Host Disease,Graft Versus Host Disease
gene12717,KIR3DL2,Graft Versus Host Disease,Graft Versus Host Disease
gene12718,HLA-DQB1,Graft Versus Host Disease,Graft Versus Host Disease
gene12719,IL1A,Graft Versus Host Disease,Graft Versus Host Disease
gene12720,PRF1,Graft Versus Host Disease,Graft Versus Host Disease
